"vnum"	"name"	"locale_name"	"rank"	"type"	"battle_type"	"level"	"size"	"ai_flag"	"mount_capacity"	"setRaceFlag"	"setImmuneFlag"	"empire"	"folder"	"on_click"	"st"	"dx"	"ht"	"iq"	"damage_min"	"damage_max"	"max_hp"	"regen_cycle"	"regen_percent"	"gold_min"	"gold_max"	"exp"	"def"	"attack_speed"	"move_speed"	"aggressive_hp_pct"	"aggressive_sight"	"attack_range"	"drop_item"	"resurrection_vnum"	"enchant_curse"	"enchant_slow"	"enchant_poison"	"enchant_stun"	"enchant_critical"	"enchant_penetrate"	"enchant_fire"	"enchant_root"	"resist_sword"	"resist_twohand"	"resist_dagger"	"resist_bell"	"resist_fan"	"resist_bow"	"resist_fire"	"resist_elect"	"resist_magic"	"resist_wind"	"resist_poison"	"dam_multiply"	"summon"	"drain_sp"	"mob_color"	"polymorph_item"	"skill_level0"	"skill_vnum0"	"skill_level1"	"skill_vnum1"	"skill_level2"	"skill_vnum2"	"skill_level3"	"skill_vnum3"	"skill_level4"	"skill_vnum4"	"sp_berserk"	"sp_stoneskin"	"sp_godspeed"	"sp_deathblow"	"sp_revive"	"fraction"
"2103"	"????"	"Król Skorpion"	"1"	"0"	"0"	"39"	"NONE"	""	"0"	"DESERT"	""	"0"	"giant_scorpion"	"0"	"41"	"51"	"30"	"13"	"65"	"120"	"2025"	"5"	"7"	"172"	"260"	"1450"	"45"	"100"	"80"	"100"	"2000"	"175"	"30046"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"-15"	"0"	"0"	"0"	"0"	"0"	"1.4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2104"	"????"	"Młody Człowiek Skorpion"	"2"	"0"	"0"	"44"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"scorpionman_sword"	"0"	"50"	"28"	"37"	"14"	"91"	"111"	"3228"	"12"	"12"	"249"	"374"	"2725"	"51"	"110"	"120"	"100"	"2000"	"175"	"30045"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"-10"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2105"	"????"	"Skorpion Łucznik"	"2"	"0"	"1"	"47"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"scorpionman_bow"	"0"	"59"	"30"	"22"	"15"	"95"	"116"	"2598"	"8"	"7"	"547"	"820"	"2910"	"54"	"60"	"70"	"100"	"2000"	"850"	"30055"	"0"	"0"	"0"	"5"	"0"	"5"	"5"	"0"	"0"	"0"	"0"	"-10"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2106"	"??????"	"Wężowy Miecznik"	"2"	"0"	"0"	"48"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"snakeman_sword"	"0"	"79"	"27"	"36"	"15"	"87"	"130"	"3692"	"12"	"12"	"270"	"406"	"3242"	"55"	"110"	"110"	"100"	"2000"	"175"	"30022"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"-15"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2107"	"??????"	"Wężowy Łucznik"	"2"	"0"	"1"	"51"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"snakeman_bow"	"0"	"64"	"28"	"24"	"16"	"90"	"136"	"2957"	"8"	"7"	"591"	"886"	"3444"	"58"	"60"	"110"	"100"	"2000"	"850"	"30067"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"-5"	"-10"	"-5"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2108"	"??????"	"Pustynny Zawadiaka"	"3"	"0"	"0"	"54"	"NONE"	""	"0"	"DESERT"	""	"0"	"outlaw"	"0"	"61"	"68"	"44"	"17"	"95"	"143"	"6969"	"4"	"12"	"396"	"595"	"6076"	"62"	"100"	"120"	"100"	"2000"	"175"	"30359"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"-20"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2131"	"????"	"Best. Człowiek Skorpion"	"0"	"0"	"0"	"60"	"NONE"	""	"0"	"INSECT"	""	"0"	"scorpionman_sword"	"0"	"77"	"58"	"39"	"20"	"144"	"176"	"3771"	"12"	"10"	"470"	"704"	"4958"	"80"	"110"	"120"	"100"	"2000"	"150"	"30045"	"0"	"0"	"0"	"5"	"0"	"5"	"0"	"0"	"0"	"0"	"-5"	"0"	"0"	"0"	"0"	"-20"	"-20"	"0"	"0"	"10"	"1.89"	"0"	"0"	"0"	"70104"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"2132"	"????"	"Skorpion Łucznik"	"1"	"0"	"1"	"62"	"NONE"	""	"0"	"INSECT"	""	"0"	"scorpionman_bow"	"0"	"80"	"60"	"40"	"20"	"132"	"198"	"4028"	"7"	"10"	"487"	"731"	"5292"	"83"	"110"	"120"	"100"	"2000"	"850"	"30055"	"0"	"0"	"0"	"5"	"0"	"5"	"0"	"0"	"0"	"0"	"-5"	"0"	"0"	"0"	"0"	"-20"	"-20"	"0"	"0"	"10"	"1.89"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"2133"	"??????"	"Wężowy Miecznik"	"2"	"0"	"0"	"64"	"NONE"	""	"0"	"INSECT"	""	"0"	"snakeman_sword"	"0"	"82"	"62"	"41"	"21"	"137"	"206"	"6714"	"12"	"15"	"616"	"923"	"5404"	"86"	"110"	"120"	"100"	"2000"	"150"	"30022"	"0"	"0"	"0"	"5"	"1"	"5"	"0"	"0"	"0"	"0"	"-5"	"0"	"0"	"0"	"0"	"-20"	"-20"	"0"	"0"	"10"	"2.1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"2134"	"??????"	"Wężowy Łucznik"	"2"	"0"	"1"	"66"	"NONE"	""	"0"	"INSECT"	""	"0"	"snakeman_bow"	"0"	"84"	"63"	"42"	"21"	"159"	"195"	"7149"	"7"	"10"	"638"	"958"	"5740"	"89"	"110"	"120"	"100"	"2000"	"850"	"30067"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"0"	"0"	"0"	"-5"	"0"	"0"	"0"	"0"	"-20"	"-20"	"0"	"0"	"10"	"2.1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"2135"	"??????"	"Pustynny Zawadiaka"	"3"	"0"	"0"	"68"	"NONE"	""	"0"	"INSECT"	""	"0"	"outlaw"	"0"	"87"	"65"	"43"	"22"	"164"	"201"	"7602"	"20"	"25"	"658"	"988"	"12152"	"93"	"110"	"120"	"100"	"2000"	"150"	"30359"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"0"	"0"	"0"	"-5"	"0"	"0"	"0"	"0"	"-20"	"-20"	"0"	"0"	"10"	"2.1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"2151"	"??? ????"	"Silny Pustynny Lis"	"1"	"0"	"0"	"19"	"NONE"	""	"0"	"DESERT"	""	"0"	"fennec_fox"	"0"	"18"	"24"	"12"	"6"	"54"	"66"	"627"	"5"	"7"	"104"	"154"	"388"	"24"	"100"	"200"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"100"	"0"	"100"	"10"	"1.4"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2152"	"??? ????"	"Silny Derwisz"	"1"	"0"	"0"	"37"	"NONE"	""	"0"	"DESERT"	""	"0"	"evil_eye"	"0"	"52"	"24"	"36"	"12"	"74"	"138"	"1502"	"5"	"7"	"165"	"248"	"876"	"43"	"100"	"100"	"100"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"-10"	"0"	"0"	"0"	"0"	"0"	"1.4"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2153"	"??? ????"	"Silny Król Skorpion"	"1"	"0"	"0"	"39"	"NONE"	""	"0"	"DESERT"	""	"0"	"giant_scorpion"	"0"	"41"	"51"	"30"	"13"	"78"	"144"	"1620"	"5"	"7"	"172"	"260"	"923"	"45"	"100"	"80"	"100"	"2000"	"175"	"30046"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"-15"	"0"	"0"	"0"	"0"	"0"	"1.4"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2154"	"??? ????"	"Silny Człowiek Skorpion"	"2"	"0"	"0"	"44"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"scorpionman_sword"	"0"	"50"	"28"	"37"	"14"	"109"	"133"	"2582"	"12"	"12"	"249"	"374"	"1735"	"51"	"110"	"120"	"100"	"2000"	"175"	"30045"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"-10"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2155"	"??? ????"	"Silny Skorpion Łucznik"	"1"	"0"	"1"	"47"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"scorpionman_bow"	"0"	"59"	"30"	"22"	"15"	"114"	"139"	"2079"	"8"	"7"	"547"	"820"	"1852"	"54"	"60"	"70"	"100"	"2000"	"850"	"30055"	"0"	"0"	"0"	"5"	"0"	"5"	"5"	"0"	"0"	"0"	"0"	"-10"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2156"	"??? ??????"	"Silny Wężowy Miecznik"	"2"	"0"	"0"	"48"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"snakeman_sword"	"0"	"79"	"27"	"36"	"15"	"104"	"156"	"2954"	"12"	"12"	"270"	"406"	"1891"	"55"	"110"	"110"	"100"	"2000"	"175"	"30022"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"-15"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2157"	"??? ??????"	"Silny Wężowy Łucznik"	"2"	"0"	"1"	"51"	"NONE"	""	"0"	"DESERT"	"POISON"	"0"	"snakeman_bow"	"0"	"64"	"28"	"24"	"16"	"108"	"163"	"2365"	"8"	"7"	"591"	"886"	"2009"	"58"	"60"	"110"	"100"	"2000"	"850"	"30067"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"-5"	"-10"	"-5"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1.8"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2158"	"??? ??????"	"Silny Pustynny Zawadiaka"	"3"	"0"	"0"	"54"	"NONE"	""	"0"	"DESERT"	""	"0"	"outlaw"	"0"	"61"	"68"	"44"	"17"	"114"	"172"	"5575"	"4"	"12"	"396"	"595"	"5528"	"62"	"100"	"120"	"100"	"2000"	"175"	"30359"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"-20"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2181"	"2181"	"Piaskowa Tarantula"	"3"	"0"	"0"	"59"	"NONE"	"AGGR,BERSERK,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"DESERT"	"STUN,SLOW,TERROR"	"0"	"spider_young"	"0"	"42"	"21"	"32"	"11"	"147"	"215"	"31407"	"9"	"22"	"19317"	"31871"	"14224"	"68"	"120"	"130"	"100"	"2000"	"250"	"0"	"0"	"0"	"0"	"50"	"0"	"20"	"20"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"15"	"0"	"0"	"2"	"0"	"100"	"3.2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"30"	"0"	"0"	"0"	"0"	"0"
"2182"	"2182"	"Pustynny Emir"	"3"	"0"	"0"	"61"	"NONE"	"AGGR,DEATHBLOW,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"DESERT"	"STUN,SLOW,TERROR"	"0"	"2009_thiefboss3"	"0"	"42"	"21"	"32"	"11"	"147"	"215"	"41407"	"9"	"26"	"19317"	"31871"	"14224"	"96"	"250"	"170"	"100"	"2000"	"250"	"0"	"0"	"0"	"5"	"0"	"0"	"50"	"40"	"0"	"3"	"5"	"5"	"5"	"5"	"5"	"15"	"0"	"0"	"2"	"0"	"50"	"2.7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"
"2191"	"??????"	"Olbrzymi Żółw"	"4"	"0"	"0"	"67"	"NONE"	"AGGR,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"DESERT"	"STUN,SLOW,CURSE,TERROR"	"0"	"giant_desert_turtle"	"0"	"64"	"43"	"85"	"21"	"102"	"190"	"146320"	"9"	"12"	"72100"	"102900"	"21520"	"76"	"100"	"100"	"100"	"2000"	"300"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"100"	"50"	"100"	"100"	"100"	"100"	"20"	"20"	"60"	"20"	"10"	"2"	"0"	"20"	"0"	"0"	"40"	"256"	"30"	"256"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"
"2192"	"???????"	"Elit. Olbrzymi Żółw"	"5"	"0"	"0"	"97"	"NONE"	"AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE"	"0"	"DESERT"	"STUN,SLOW,CURSE,TERROR"	"0"	"giant_desert_turtle"	"0"	"122"	"91"	"61"	"30"	"150"	"278"	"2568600"	"30"	"20"	"22932"	"34398"	"356400"	"90"	"150"	"160"	"100"	"2000"	"350"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"30"	"25"	"30"	"30"	"30"	"50"	"100"	"50"	"0"	"50"	"20"	"2.28"	"2414"	"10"	"16764879"	"0"	"40"	"256"	"30"	"256"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"20"	"0"	"30"	"40"	"0"
"2201"	"?????"	"Sługa Walczącego Tygr."	"1"	"0"	"0"	"69"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger"	"0"	"84"	"42"	"63"	"21"	"130"	"159"	"5550"	"3"	"7"	"277"	"416"	"1296"	"78"	"100"	"130"	"100"	"2000"	"175"	"30042"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"10"	"15"	"15"	"15"	"-10"	"0"	"0"	"0"	"0"	"0"	"1.68"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2202"	"??"	"Ognisty Duch"	"1"	"0"	"2"	"69"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_ghost"	"0"	"85"	"43"	"64"	"21"	"132"	"161"	"5550"	"3"	"7"	"286"	"430"	"1296"	"78"	"100"	"130"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"1"	"0"	"0"	"-5"	"0"	"-10"	"-10"	"20"	"0"	"0"	"0"	"0"	"0"	"1.68"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2203"	"???"	"Walczący Tygrys"	"2"	"0"	"0"	"70"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger_boss"	"0"	"85"	"43"	"65"	"22"	"119"	"178"	"7592"	"7"	"12"	"388"	"580"	"2360"	"79"	"100"	"130"	"100"	"2000"	"175"	"30019"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"20"	"15"	"20"	"0"	"0"	"-25"	"0"	"0"	"0"	"0"	"0"	"2.16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2204"	"???"	"Płomień"	"2"	"0"	"4"	"71"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	"CURSE"	"0"	"fire_man"	"0"	"86"	"43"	"65"	"22"	"105"	"195"	"7782"	"7"	"12"	"405"	"608"	"3078"	"80"	"100"	"130"	"100"	"2000"	"175"	"30367"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"-5"	"-10"	"-5"	"5"	"5"	"-20"	"0"	"0"	"0"	"0"	"0"	"2.16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"
"2205"	"????"	"Ognisty Wojownik"	"3"	"0"	"4"	"72"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"fire_knight"	"0"	"89"	"44"	"66"	"22"	"106"	"198"	"12459"	"3"	"12"	"507"	"760"	"6936"	"81"	"100"	"130"	"100"	"2000"	"175"	"30091"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-25"	"0"	"0"	"0"	"0"	"0"	"2.4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"
"2206"	"???"	"Ognisty Król"	"4"	"0"	"0"	"73"	"NONE"	"STONESKIN,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"FIRE,ATT_FIRE"	"STUN,SLOW,CURSE,TERROR"	"0"	"fire_king"	"0"	"91"	"46"	"66"	"23"	"109"	"203"	"101024"	"7"	"12"	"91000"	"112200"	"60319"	"82"	"100"	"130"	"100"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"50"	"15"	"20"	"10"	"10"	"0"	"10"	"0"	"10"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"2.65"	"0"	"0"	"0"	"0"	"40"	"256"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"15"	"0"	"0"	"0"	"0"
"2207"	"????"	"Elit. Ognisty Król"	"4"	"0"	"0"	"73"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"STUN,SLOW,CURSE,TERROR"	"0"	"fire_king"	"0"	"91"	"46"	"66"	"23"	"110"	"205"	"356080"	"25"	"20"	"67326"	"100989"	"240800"	"82"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"50"	"15"	"20"	"0"	"0"	"40"	"35"	"40"	"40"	"40"	"40"	"0"	"0"	"0"	"0"	"0"	"2.28"	"2205"	"0"	"0"	"0"	"40"	"256"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"	"0"
"2231"	"??? ?????"	"Silny Sługa Walcz. Tygr."	"1"	"0"	"0"	"69"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger"	"0"	"84"	"42"	"63"	"21"	"156"	"191"	"4440"	"3"	"7"	"277"	"416"	"698"	"78"	"100"	"130"	"100"	"2000"	"175"	"30042"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"10"	"15"	"15"	"15"	"-10"	"0"	"0"	"0"	"0"	"0"	"1.68"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2232"	"??? ??"	"Silny Ognisty Duch"	"1"	"0"	"2"	"69"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_ghost"	"0"	"85"	"43"	"64"	"21"	"158"	"193"	"4440"	"3"	"7"	"286"	"430"	"698"	"78"	"100"	"130"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"0"	"-5"	"0"	"-10"	"-10"	"20"	"0"	"0"	"0"	"0"	"0"	"1.68"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2233"	"??? ???"	"Silny Walczący Tygrys"	"2"	"0"	"0"	"70"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger_boss"	"0"	"85"	"43"	"65"	"22"	"143"	"214"	"6073"	"7"	"12"	"388"	"580"	"1180"	"79"	"100"	"130"	"100"	"2000"	"175"	"30019"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"20"	"15"	"20"	"0"	"0"	"-25"	"0"	"0"	"0"	"0"	"0"	"2.16"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2234"	"??? ???"	"Silny Płomień"	"2"	"0"	"4"	"71"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	"CURSE"	"0"	"fire_man"	"0"	"86"	"43"	"65"	"22"	"126"	"234"	"6225"	"7"	"12"	"405"	"608"	"1197"	"80"	"100"	"130"	"100"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"-5"	"-10"	"-5"	"5"	"5"	"-20"	"0"	"0"	"0"	"0"	"0"	"2.16"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"
"2235"	"??? ????"	"Silny Ognisty Wojownik"	"3"	"0"	"4"	"72"	"NONE"	""	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"fire_knight"	"0"	"89"	"44"	"66"	"22"	"127"	"238"	"9967"	"3"	"12"	"507"	"760"	"2428"	"81"	"100"	"130"	"100"	"2000"	"175"	"30091"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-25"	"0"	"0"	"0"	"0"	"0"	"2.4"	"0"	"0"	"16764108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"
"2281"	"2281"	"Piekielny Żarłacz Dusz"	"3"	"0"	"4"	"71"	"NONE"	"AGGR,STONESKIN,GODSPEED,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"2009_recycle_monster"	"0"	"89"	"44"	"66"	"22"	"198"	"238"	"52295"	"3"	"7"	"26271"	"44731"	"32911"	"81"	"100"	"130"	"100"	"2000"	"200"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"60"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"5"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"50"	"0"	"0"	"0"
"2282"	"2282"	"Płomienny Egzekutor"	"3"	"0"	"4"	"72"	"NONE"	"AGGR,DEATHBLOW,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"sugu_general"	"0"	"89"	"44"	"66"	"190"	"310"	"420"	"74754"	"3"	"7"	"26271"	"44731"	"32449"	"81"	"100"	"130"	"100"	"2000"	"200"	"0"	"0"	"0"	"0"	"0"	"0"	"25"	"20"	"50"	"3"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"5"	"0"	"0"	"3.6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"0"	"0"
"2291"	"??"	"Czerwony Smok"	"5"	"0"	"0"	"75"	"NONE"	"AGGR,IGNORE_LAST_ATTACK,LOOSE_AGGRO_ON_DISTANCE"	"0"	"FIRE,ATT_FIRE"	"STUN,SLOW,CURSE,TERROR"	"0"	"fire_dragon"	"0"	"99"	"69"	"65"	"23"	"110"	"205"	"489610"	"24"	"22"	"897"	"1347"	"135450"	"84"	"100"	"130"	"100"	"2000"	"1000"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"30"	"30"	"30"	"30"	"30"	"50"	"100"	"50"	"0"	"50"	"20"	"2.64"	"2205"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"20"	"0"	"0"	"0"	"0"
