"vnum"	"name"	"locale_name"	"type"	"subtype"	"stack"	"weight"	"size"	"antiflag"	"flag"	"wearflag"	"immuneflag"	"gold"	"shop_buy_price"	"refined_vnum"	"refine_set"	"magic_pct"	"specular"	"socket_pct"	"addon_type"	"limittype0"	"limitvalue0"	"limittype1"	"limitvalue1"	"applytype0"	"applyvalue0"	"applytype1"	"applyvalue1"	"applytype2"	"applyvalue2"	"value0"	"value1"	"value2"	"value3"	"value4"	"value5"	"socket0"	"socket1"	"socket2"	"socket3"	"socket4"	"socket5"
"11689"	"¸¶·É°©+9"	"Duchowa Zbroja Płyt.+9"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"515000"	"515000"	"0"	"0"	"3"	"100"	"3"	"0"	"1"	"61"	"0"	"0"	"19"	"-13"	"0"	"0"	"0"	"0"	"0"	"81"	"0"	"11"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11690"	"Čć¸¶°©+0"	"Zbr. Płyt. Czar. Magii+0"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"120000"	"120000"	"11691"	"1090"	"3"	"0"	"3"	"0"	"1"	"66"	"0"	"0"	"19"	"-15"	"77"	"2"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11691"	"Čć¸¶°©+1"	"Zbr. Płyt. Czar. Magii+1"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"130000"	"130000"	"11692"	"1091"	"3"	"0"	"3"	"0"	"1"	"66"	"0"	"0"	"19"	"-14"	"77"	"3"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11692"	"Čć¸¶°©+2"	"Zbr. Płyt. Czar. Magii+2"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"145000"	"145000"	"11693"	"1092"	"3"	"0"	"3"	"0"	"1"	"66"	"0"	"0"	"19"	"-13"	"77"	"4"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11693"	"Čć¸¶°©+3"	"Zbr. Płyt. Czar. Magii+3"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"165000"	"165000"	"11694"	"1093"	"3"	"0"	"3"	"0"	"1"	"67"	"0"	"0"	"19"	"-12"	"77"	"5"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11694"	"Čć¸¶°©+4"	"Zbr. Płyt. Czar. Magii+4"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"190000"	"190000"	"11695"	"1094"	"3"	"30"	"3"	"0"	"1"	"67"	"0"	"0"	"19"	"-11"	"77"	"6"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11695"	"Čć¸¶°©+5"	"Zbr. Płyt. Czar. Magii+5"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"220000"	"220000"	"11696"	"1095"	"3"	"40"	"3"	"0"	"1"	"68"	"0"	"0"	"19"	"-10"	"77"	"7"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11696"	"Čć¸¶°©+6"	"Zbr. Płyt. Czar. Magii+6"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"265000"	"265000"	"11697"	"1096"	"3"	"50"	"3"	"0"	"1"	"68"	"0"	"0"	"19"	"-9"	"77"	"9"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11697"	"Čć¸¶°©+7"	"Zbr. Płyt. Czar. Magii+7"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"325000"	"325000"	"11698"	"1097"	"3"	"65"	"3"	"0"	"1"	"69"	"0"	"0"	"19"	"-8"	"77"	"12"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"21"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11698"	"Čć¸¶°©+8"	"Zbr. Płyt. Czar. Magii+8"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"405000"	"405000"	"11699"	"1098"	"3"	"80"	"3"	"0"	"1"	"69"	"0"	"0"	"19"	"-7"	"77"	"15"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"24"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11699"	"Čć¸¶°©+9"	"Zbr. Płyt. Czar. Magii+9"	"2"	"0"	"200"	"0"	"2"	"300"	"1"	"1"	""	"515000"	"515000"	"0"	"0"	"3"	"100"	"3"	"0"	"1"	"70"	"0"	"0"	"19"	"-6"	"77"	"20"	"0"	"0"	"0"	"90"	"0"	"12"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11700"	"°­·É°©"	"Gang-Ryoung-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"100000"	"100000"	"11700"	"0"	"50"	"80"	"3"	"0"	"1"	"5"	"0"	"0"	"19"	"5"	"77"	"5"	"0"	"0"	"0"	"24"	"0"	"14"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11701"	"±ŘČĄ°©"	"Geuk-Hon-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"110000"	"110000"	"11701"	"0"	"50"	"80"	"3"	"0"	"1"	"11"	"0"	"0"	"19"	"5"	"77"	"5"	"0"	"0"	"0"	"32"	"0"	"15"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11702"	"ÇĎľČ°©"	"Ha-An-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"120000"	"120000"	"11702"	"0"	"50"	"80"	"3"	"0"	"1"	"17"	"0"	"0"	"19"	"5"	"77"	"5"	"0"	"0"	"0"	"41"	"0"	"16"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11703"	"şń»ó°©"	"Bi-Sang-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"135000"	"135000"	"11703"	"0"	"50"	"80"	"3"	"0"	"1"	"25"	"0"	"0"	"19"	"6"	"77"	"6"	"0"	"0"	"0"	"50"	"0"	"17"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11704"	"ľß»ó°©"	"Ya-Sang-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"155000"	"155000"	"11704"	"0"	"50"	"80"	"3"	"0"	"1"	"34"	"0"	"0"	"19"	"6"	"77"	"6"	"0"	"0"	"0"	"59"	"0"	"18"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11705"	"łúżî°©"	"Noe-Un-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"185000"	"185000"	"11705"	"0"	"50"	"80"	"3"	"0"	"1"	"43"	"0"	"0"	"19"	"7"	"77"	"7"	"0"	"0"	"0"	"67"	"0"	"19"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11706"	"Ŕű»ó°©"	"Zeok-Sang-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"220000"	"220000"	"11706"	"0"	"50"	"80"	"3"	"0"	"1"	"51"	"0"	"0"	"19"	"7"	"77"	"7"	"0"	"0"	"0"	"76"	"0"	"20"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11707"	"Čć±Í°©"	"Heuk-Gui-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"270000"	"270000"	"11707"	"0"	"50"	"80"	"3"	"0"	"1"	"62"	"0"	"0"	"19"	"8"	"77"	"8"	"0"	"0"	"0"	"84"	"0"	"21"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11708"	"¸¶˝Ĺ°©"	"Ma-Sin-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"340000"	"340000"	"11708"	"0"	"50"	"80"	"3"	"0"	"1"	"71"	"0"	"0"	"19"	"9"	"77"	"9"	"0"	"0"	"0"	"93"	"0"	"22"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11709"	"¸¶·É˝Ĺ°©"	"Ma-Ryoung-Sin-Gab"	"2"	"0"	"200"	"0"	"2"	"44"	"1"	"1"	""	"430000"	"430000"	"11709"	"0"	"50"	"80"	"3"	"0"	"1"	"80"	"0"	"0"	"19"	"10"	"77"	"10"	"0"	"0"	"0"	"102"	"0"	"23"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11800"	"Ă»ł¶ŔÇ+0"	"Błękitna Szata+0"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"3000"	"3000"	"11801"	"577"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11801"	"Ă»ł¶ŔÇ+1"	"Błękitna Szata+1"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11802"	"578"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11802"	"Ă»ł¶ŔÇ+2"	"Błękitna Szata+2"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11803"	"579"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11803"	"Ă»ł¶ŔÇ+3"	"Błękitna Szata+3"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11804"	"580"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11804"	"Ă»ł¶ŔÇ+4"	"Błękitna Szata+4"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11805"	"581"	"3"	"30"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11805"	"Ă»ł¶ŔÇ+5"	"Błękitna Szata+5"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11806"	"582"	"3"	"40"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11806"	"Ă»ł¶ŔÇ+6"	"Błękitna Szata+6"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11807"	"583"	"3"	"50"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11807"	"Ă»ł¶ŔÇ+7"	"Błękitna Szata+7"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11808"	"584"	"3"	"65"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"21"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11808"	"Ă»ł¶ŔÇ+8"	"Błękitna Szata+8"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"40000"	"40000"	"11809"	"585"	"3"	"80"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"24"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11809"	"Ă»ł¶ŔÇ+9"	"Błękitna Szata+9"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"80000"	"80000"	"0"	"0"	"3"	"100"	"1"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"3"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11810"	"łŞşŔŔÇ+0"	"Turkusowa Szata+0"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11811"	"586"	"3"	"0"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11811"	"łŞşŔŔÇ+1"	"Turkusowa Szata+1"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11812"	"587"	"3"	"0"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11812"	"łŞşŔŔÇ+2"	"Turkusowa Szata+2"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11813"	"588"	"3"	"0"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11813"	"łŞşŔŔÇ+3"	"Turkusowa Szata+3"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"5000"	"5000"	"11814"	"589"	"3"	"0"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11814"	"łŞşŔŔÇ+4"	"Turkusowa Szata+4"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11815"	"590"	"3"	"30"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11815"	"łŞşŔŔÇ+5"	"Turkusowa Szata+5"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11816"	"591"	"3"	"40"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11816"	"łŞşŔŔÇ+6"	"Turkusowa Szata+6"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11817"	"592"	"3"	"50"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11817"	"łŞşŔŔÇ+7"	"Turkusowa Szata+7"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"35000"	"35000"	"11818"	"593"	"3"	"65"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"21"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11818"	"łŞşŔŔÇ+8"	"Turkusowa Szata+8"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"65000"	"65000"	"11819"	"594"	"3"	"80"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"24"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11819"	"łŞşŔŔÇ+9"	"Turkusowa Szata+9"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"135000"	"135000"	"0"	"0"	"3"	"100"	"1"	"0"	"1"	"9"	"0"	"0"	"19"	"-2"	"0"	"0"	"0"	"0"	"0"	"21"	"0"	"4"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11820"	"şńČ«ŔÇ+0"	"Różowa Szata+0"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"8000"	"8000"	"11821"	"163"	"3"	"0"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11821"	"şńČ«ŔÇ+1"	"Różowa Szata+1"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11822"	"164"	"3"	"0"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11822"	"şńČ«ŔÇ+2"	"Różowa Szata+2"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11823"	"165"	"3"	"0"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11823"	"şńČ«ŔÇ+3"	"Różowa Szata+3"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"10000"	"10000"	"11824"	"166"	"3"	"0"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11824"	"şńČ«ŔÇ+4"	"Różowa Szata+4"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11825"	"167"	"3"	"30"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11825"	"şńČ«ŔÇ+5"	"Różowa Szata+5"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11826"	"168"	"3"	"40"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11826"	"şńČ«ŔÇ+6"	"Różowa Szata+6"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"30000"	"30000"	"11827"	"169"	"3"	"50"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11827"	"şńČ«ŔÇ+7"	"Różowa Szata+7"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"55000"	"55000"	"11828"	"170"	"3"	"65"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"21"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11828"	"şńČ«ŔÇ+8"	"Różowa Szata+8"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"100000"	"100000"	"11829"	"171"	"3"	"80"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"24"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11829"	"şńČ«ŔÇ+9"	"Różowa Szata+9"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"215000"	"215000"	"0"	"0"	"3"	"100"	"1"	"0"	"1"	"18"	"0"	"0"	"19"	"-3"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"5"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11830"	"ąĚż°ŔÇ+0"	"Miłosna Szata+0"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"12000"	"12000"	"11831"	"801"	"3"	"0"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11831"	"ąĚż°ŔÇ+1"	"Miłosna Szata+1"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11832"	"802"	"3"	"0"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11832"	"ąĚż°ŔÇ+2"	"Miłosna Szata+2"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11833"	"803"	"3"	"0"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11833"	"ąĚż°ŔÇ+3"	"Miłosna Szata+3"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11834"	"804"	"3"	"0"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11834"	"ąĚż°ŔÇ+4"	"Miłosna Szata+4"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11835"	"805"	"3"	"30"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11835"	"ąĚż°ŔÇ+5"	"Miłosna Szata+5"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11836"	"806"	"3"	"40"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11836"	"ąĚż°ŔÇ+6"	"Miłosna Szata+6"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"25000"	"25000"	"11837"	"807"	"3"	"50"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11837"	"ąĚż°ŔÇ+7"	"Miłosna Szata+7"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"30000"	"30000"	"11838"	"808"	"3"	"65"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"21"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11838"	"ąĚż°ŔÇ+8"	"Miłosna Szata+8"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"40000"	"40000"	"11839"	"809"	"3"	"80"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"24"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11839"	"ąĚż°ŔÇ+9"	"Miłosna Szata+9"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"50000"	"50000"	"0"	"0"	"3"	"100"	"2"	"0"	"1"	"26"	"0"	"0"	"19"	"-5"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"6"	"0"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11840"	"Ľ­ĂµŔÇ+0"	"Szata Zach. Nieba+0"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11841"	"801"	"3"	"0"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11841"	"Ľ­ĂµŔÇ+1"	"Szata Zach. Nieba+1"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"15000"	"15000"	"11842"	"802"	"3"	"0"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11842"	"Ľ­ĂµŔÇ+2"	"Szata Zach. Nieba+2"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11843"	"803"	"3"	"0"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"6"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11843"	"Ľ­ĂµŔÇ+3"	"Szata Zach. Nieba+3"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"20000"	"20000"	"11844"	"804"	"3"	"0"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"9"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11844"	"Ľ­ĂµŔÇ+4"	"Szata Zach. Nieba+4"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"25000"	"25000"	"11845"	"810"	"3"	"30"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"12"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11845"	"Ľ­ĂµŔÇ+5"	"Szata Zach. Nieba+5"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"30000"	"30000"	"11846"	"811"	"3"	"40"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"15"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"11846"	"Ľ­ĂµŔÇ+6"	"Szata Zach. Nieba+6"	"2"	"0"	"200"	"0"	"2"	"28"	"1"	"1"	""	"35000"	"35000"	"11847"	"812"	"3"	"50"	"2"	"0"	"1"	"34"	"0"	"0"	"19"	"-7"	"0"	"0"	"0"	"0"	"0"	"47"	"0"	"7"	"0"	"18"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
